id_odsp,adv_stats,date,season,league,ht,at,fthg,ftag
CbSpcEyc/,TRUE,2013-08-09,2014,Ligue 1,Montpellier,Paris Saint-Germain,1,1
Cd9m9zVm/,FALSE,2013-08-09,2014,Bundesliga,Bayern Munich,Borussia Monchengladbach,3,1
0KbSvXLS/,TRUE,2013-08-10,2014,Ligue 1,Evian Thonon Gaillard,Sochaux,1,1
0KhTQadj/,FALSE,2013-08-10,2014,Bundesliga,TSV Eintracht Braunschweig,Werder Bremen,0,1
AisjfCLF/,TRUE,2013-08-10,2014,Ligue 1,Valenciennes,Toulouse,3,0
bev3YUbd/,TRUE,2013-08-10,2014,Ligue 1,Lyon,Nice,4,0
nF106YE6/,FALSE,2013-08-10,2014,Bundesliga,Hannover 96,VfL Wolfsburg,2,0
phzaZAqj/,TRUE,2013-08-10,2014,Ligue 1,Lille,Lorient,1,0
tx145hUC/,FALSE,2013-08-10,2014,Bundesliga,TSG Hoffenheim,Nurnberg,2,2
vBiXPJBd/,FALSE,2013-08-10,2014,Bundesliga,Hertha Berlin,Eintracht Frankfurt,6,1
W0rneh69/,TRUE,2013-08-10,2014,Ligue 1,Stade Rennes,Stade de Reims,2,1
WpfOuD6M/,TRUE,2013-08-10,2014,Ligue 1,Bordeaux,AS Monaco,0,2
xIJ703ro/,FALSE,2013-08-10,2014,Bundesliga,FC Augsburg,Borussia Dortmund,0,4
YBcd7Ea0/,FALSE,2013-08-10,2014,Bundesliga,Bayer Leverkusen,SC Freiburg,3,1
2TpfziUq/,TRUE,2013-08-11,2014,Ligue 1,Guingamp,Marseille,1,3
hfeKtgiG/,TRUE,2013-08-11,2014,Ligue 1,AC Ajaccio,St Etienne,0,1
jm8i8fpf/,FALSE,2013-08-11,2014,Bundesliga,Schalke 04,Hamburg SV,3,3
KSa84CqJ/,FALSE,2013-08-11,2014,Bundesliga,Mainz,VfB Stuttgart,3,2
4SLS7VkF/,TRUE,2013-08-16,2014,Ligue 1,Sochaux,Lyon,1,3
4EtfgWzM/,TRUE,2013-08-17,2014,Ligue 1,Bastia,Valenciennes,2,0
4z2Ttup4/,FALSE,2013-08-17,2014,Premier League,Norwich City,Everton,2,2
6B4NoGj6/,FALSE,2013-08-17,2014,Bundesliga,Hamburg SV,TSG Hoffenheim,1,5
6mQvfvqQ/,FALSE,2013-08-17,2014,Bundesliga,VfB Stuttgart,Bayer Leverkusen,0,1
6TDLdlv0/,TRUE,2013-08-17,2014,La Liga,Valencia,Malaga,1,0
A5MO8Bz9/,TRUE,2013-08-17,2014,Ligue 1,St Etienne,Guingamp,1,0
b5DFafkU/,FALSE,2013-08-17,2014,Premier League,Swansea,Manchester Utd,1,4
bo5Jndy0/,FALSE,2013-08-17,2014,Bundesliga,SC Freiburg,Mainz,1,2
bqv1xKho/,TRUE,2013-08-17,2014,La Liga,Real Valladolid,Athletic Bilbao,1,2
C01XuaaA/,FALSE,2013-08-17,2014,Premier League,Sunderland,Fulham,0,1
CK3L9iL2/,TRUE,2013-08-17,2014,Ligue 1,Stade de Reims,Lille,2,1
E5Z6PwFT/,FALSE,2013-08-17,2014,Premier League,Arsenal,Aston Villa,1,3
hQPuf7uG/,TRUE,2013-08-17,2014,La Liga,Real Sociedad,Getafe,2,0
ji0yuJEG/,FALSE,2013-08-17,2014,Premier League,West Brom,Southampton,0,1
ObNQmAbq/,TRUE,2013-08-17,2014,Ligue 1,Marseille,Evian Thonon Gaillard,2,0
OSC6kbis/,FALSE,2013-08-17,2014,Bundesliga,VfL Wolfsburg,Schalke 04,4,0
p23Rpz6C/,FALSE,2013-08-17,2014,Bundesliga,Eintracht Frankfurt,Bayern Munich,0,1
rJKW6k5L/,TRUE,2013-08-17,2014,Ligue 1,Toulouse,Bordeaux,1,1
rLDKr1Fi/,FALSE,2013-08-17,2014,Premier League,Liverpool,Stoke City,1,0
SdRzeKTJ/,FALSE,2013-08-17,2014,Bundesliga,Borussia Monchengladbach,Hannover 96,3,0
WOQYolTe/,TRUE,2013-08-17,2014,Ligue 1,Nice,Stade Rennes,2,1
xWGAlI6m/,FALSE,2013-08-17,2014,Bundesliga,Werder Bremen,FC Augsburg,1,0
zRlLKwLu/,FALSE,2013-08-17,2014,Premier League,West Ham,Cardiff,2,0
2kMUnUDk/,TRUE,2013-08-18,2014,Ligue 1,AS Monaco,Montpellier,4,1
AFPxo8r2/,TRUE,2013-08-18,2014,Ligue 1,Paris Saint-Germain,AC Ajaccio,1,1
GELYKcNp/,FALSE,2013-08-18,2014,Premier League,Chelsea,Hull,2,0
hQ9HcUOg/,TRUE,2013-08-18,2014,La Liga,Barcelona,Levante,7,0
IHpbhjjS/,TRUE,2013-08-18,2014,Ligue 1,Lorient,Nantes,2,1
jurhWziJ/,FALSE,2013-08-18,2014,Bundesliga,Borussia Dortmund,TSV Eintracht Braunschweig,2,1
Kf6FmxMg/,FALSE,2013-08-18,2014,Bundesliga,Nurnberg,Hertha Berlin,2,2
MJGXgnOI/,TRUE,2013-08-18,2014,La Liga,Sevilla,Atletico Madrid,1,3
Sr2UfS8C/,TRUE,2013-08-18,2014,La Liga,Real Madrid,Real Betis,2,1
UH9Gqs0o/,FALSE,2013-08-18,2014,Premier League,Crystal Palace,Tottenham,0,1
WGOqgRfM/,TRUE,2013-08-18,2014,La Liga,Osasuna,Granada,1,2
8bRCnPXk/,TRUE,2013-08-19,2014,La Liga,Celta Vigo,Espanyol,2,2
M1VGoqmd/,TRUE,2013-08-19,2014,La Liga,Almeria,Villarreal,2,3
O69aASPd/,TRUE,2013-08-19,2014,La Liga,Rayo Vallecano,Elche,3,0
Qq3PsLUc/,FALSE,2013-08-19,2014,Premier League,Manchester City,Newcastle,4,0
OrwqyADr/,FALSE,2013-08-21,2014,Premier League,Chelsea,Aston Villa,2,1
bks2MU48/,TRUE,2013-08-23,2014,Ligue 1,AS Monaco,Toulouse,0,0
dAvTFIxG/,TRUE,2013-08-23,2014,La Liga,Getafe,Almeria,2,2
SQhWqfLI/,FALSE,2013-08-23,2014,Bundesliga,Borussia Dortmund,Werder Bremen,1,0
SUnCJ0wi/,TRUE,2013-08-23,2014,La Liga,Athletic Bilbao,Osasuna,2,0
23131TSr/,TRUE,2013-08-24,2014,Ligue 1,Bordeaux,Bastia,1,0
4btCYGip/,FALSE,2013-08-24,2014,Premier League,Fulham,Arsenal,1,3
4fQAgIT9/,FALSE,2013-08-24,2014,Premier League,Stoke City,Crystal Palace,2,1
AT4Ba7ce/,TRUE,2013-08-24,2014,Ligue 1,Guingamp,Lorient,2,0
bcN2evac/,FALSE,2013-08-24,2014,Premier League,Newcastle,West Ham,0,0
dQ070mrk/,TRUE,2013-08-24,2014,Ligue 1,Evian Thonon Gaillard,Stade Rennes,1,2
dtXq3HLt/,FALSE,2013-08-24,2014,Bundesliga,Hannover 96,Schalke 04,2,1
EHRl2yym/,FALSE,2013-08-24,2014,Bundesliga,TSG Hoffenheim,SC Freiburg,3,3
EokOGbN9/,TRUE,2013-08-24,2014,La Liga,Villarreal,Real Valladolid,2,1
fu1GLDqe/,TRUE,2013-08-24,2014,Serie A,Sampdoria,Juventus,0,1
fXpI7cDP/,FALSE,2013-08-24,2014,Bundesliga,Bayer Leverkusen,Borussia Monchengladbach,4,2
h8Qh1ejg/,FALSE,2013-08-24,2014,Bundesliga,Mainz,VfL Wolfsburg,2,0
hKM6fbE3/,FALSE,2013-08-24,2014,Premier League,Southampton,Sunderland,1,1
MiO78zVk/,TRUE,2013-08-24,2014,La Liga,Elche,Real Sociedad,1,1
nJgpwcqT/,FALSE,2013-08-24,2014,Premier League,Everton,West Brom,0,0
rkuGXz7j/,FALSE,2013-08-24,2014,Premier League,Hull,Norwich City,1,0
tUdzqEzP/,FALSE,2013-08-24,2014,Bundesliga,Bayern Munich,Nurnberg,2,0
tUI5bgzC/,FALSE,2013-08-24,2014,Bundesliga,Hertha Berlin,Hamburg SV,1,0
WrgKcoS7/,TRUE,2013-08-24,2014,Ligue 1,Lyon,Stade de Reims,0,1
xQVebVko/,TRUE,2013-08-24,2014,La Liga,Espanyol,Valencia,3,1
xtt6LlKE/,TRUE,2013-08-24,2014,Ligue 1,Montpellier,Sochaux,2,1
Y7ZEJSlR/,TRUE,2013-08-24,2014,Ligue 1,Valenciennes,Marseille,0,1
YFktvwUM/,FALSE,2013-08-24,2014,Premier League,Aston Villa,Liverpool,0,1
zJSSs40c/,TRUE,2013-08-24,2014,Serie A,Hellas Verona,AC Milan,2,1
0fFy69KR/,TRUE,2013-08-25,2014,Ligue 1,AC Ajaccio,Nice,0,0
4hXWtOF3/,TRUE,2013-08-25,2014,Serie A,Internazionale,Genoa,2,0
AgIRBlKp/,TRUE,2013-08-25,2014,La Liga,Real Betis,Celta Vigo,1,2
b5T0aZK5/,FALSE,2013-08-25,2014,Bundesliga,TSV Eintracht Braunschweig,Eintracht Frankfurt,0,2
CGeLKXb1/,TRUE,2013-08-25,2014,Serie A,Torino,Sassuolo,2,0
fNktK08j/,TRUE,2013-08-25,2014,Serie A,Cagliari,Atalanta,2,1
Gl2CMgUl/,TRUE,2013-08-25,2014,Serie A,Parma,Chievo Verona,0,0
hhfGbRC1/,TRUE,2013-08-25,2014,Ligue 1,Lille,St Etienne,1,0
K4VAK8ZK/,TRUE,2013-08-25,2014,Ligue 1,Nantes,Paris Saint-Germain,1,2
MR28NZEr/,TRUE,2013-08-25,2014,Serie A,Napoli,Bologna,3,0
n1hPJczn/,FALSE,2013-08-25,2014,Premier League,Cardiff,Manchester City,3,2
nVPd0F5a/,FALSE,2013-08-25,2014,Bundesliga,FC Augsburg,VfB Stuttgart,2,1
Q7Luu2pG/,TRUE,2013-08-25,2014,Serie A,Livorno,AS Roma,0,2
rqWztrV9/,TRUE,2013-08-25,2014,Serie A,Lazio,Udinese,2,1
UomUdS7A/,TRUE,2013-08-25,2014,La Liga,Malaga,Barcelona,0,1
UPsUIHkh/,FALSE,2013-08-25,2014,Premier League,Tottenham,Swansea,1,0
zPmQc8h4/,TRUE,2013-08-25,2014,La Liga,Levante,Sevilla,0,0
zT1r3lCg/,TRUE,2013-08-25,2014,La Liga,Atletico Madrid,Rayo Vallecano,5,0
dSTOrpoi/,TRUE,2013-08-26,2014,Serie A,Fiorentina,Catania,2,1
K6ObdKqi/,FALSE,2013-08-26,2014,Premier League,Manchester Utd,Chelsea,0,0
OdMVA8Zj/,TRUE,2013-08-26,2014,La Liga,Granada,Real Madrid,0,1
G8CZpeN9/,FALSE,2013-08-27,2014,Bundesliga,SC Freiburg,Bayern Munich,1,1
EF8aC77c/,TRUE,2013-08-30,2014,La Liga,Rayo Vallecano,Levante,1,2
MqS8kp0p/,TRUE,2013-08-30,2014,La Liga,Almeria,Elche,2,2
44usfQiT/,TRUE,2013-08-31,2014,La Liga,Real Valladolid,Getafe,1,0
8GtYHy5b/,FALSE,2013-08-31,2014,Premier League,Cardiff,Everton,0,0
CU4K7qMS/,TRUE,2013-08-31,2014,La Liga,Osasuna,Villarreal,0,3
EXVeY7c1/,FALSE,2013-08-31,2014,Premier League,Manchester City,Hull,2,0
hIsmzUSl/,FALSE,2013-08-31,2014,Premier League,Crystal Palace,Sunderland,3,1
I75G8P6M/,TRUE,2013-08-31,2014,La Liga,Celta Vigo,Granada,1,1
jmMtFncr/,TRUE,2013-08-31,2014,Ligue 1,Bastia,Toulouse,2,1
KKH9cDkI/,FALSE,2013-08-31,2014,Bundesliga,Schalke 04,Bayer Leverkusen,2,0
KSDcB4d7/,TRUE,2013-08-31,2014,Ligue 1,Paris Saint-Germain,Guingamp,2,0
KUMoeV4E/,FALSE,2013-08-31,2014,Premier League,West Ham,Stoke City,0,1
nFFkDQRf/,TRUE,2013-08-31,2014,Ligue 1,Lorient,Valenciennes,1,0
nTpwtoKp/,FALSE,2013-08-31,2014,Bundesliga,Borussia Monchengladbach,Werder Bremen,4,1
reERnHhc/,FALSE,2013-08-31,2014,Bundesliga,VfL Wolfsburg,Hertha Berlin,2,0
rVrWqFxG/,FALSE,2013-08-31,2014,Bundesliga,Hamburg SV,TSV Eintracht Braunschweig,4,0
Szz0XRC7/,FALSE,2013-08-31,2014,Premier League,Newcastle,Fulham,1,0
tvOsdBk8/,FALSE,2013-08-31,2014,Premier League,Norwich City,Southampton,1,0
UiANmcwi/,FALSE,2013-08-31,2014,Bundesliga,Hannover 96,Mainz,4,1
UwLpE6Cl/,TRUE,2013-08-31,2014,Ligue 1,Evian Thonon Gaillard,Lyon,2,1
v7NHGaYn/,TRUE,2013-08-31,2014,Ligue 1,Sochaux,AC Ajaccio,0,0
W2H1AOBD/,TRUE,2013-08-31,2014,Ligue 1,Stade de Reims,Nantes,0,0
xIDVoy83/,FALSE,2013-08-31,2014,Bundesliga,Nurnberg,FC Augsburg,0,1
xv3Yuilg/,TRUE,2013-08-31,2014,Serie A,Chievo Verona,Napoli,2,4
Y5dsvVI5/,TRUE,2013-08-31,2014,Serie A,Juventus,Lazio,4,1
Y7epZ7lE/,TRUE,2013-08-31,2014,Ligue 1,Stade Rennes,Lille,0,0
441C95iG/,TRUE,2013-09-01,2014,La Liga,Espanyol,Real Betis,0,0
4Q4QsDJt/,TRUE,2013-09-01,2014,Serie A,Bologna,Sampdoria,2,2
8x4gyT2O/,TRUE,2013-09-01,2014,Serie A,Sassuolo,Livorno,1,4
AXIDHuJt/,TRUE,2013-09-01,2014,Ligue 1,St Etienne,Bordeaux,2,1
bm4UtXYn/,TRUE,2013-09-01,2014,Serie A,Catania,Internazionale,0,3
fFcwuB3a/,TRUE,2013-09-01,2014,Serie A,Genoa,Fiorentina,2,5
IcMLFJmg/,TRUE,2013-09-01,2014,Ligue 1,Marseille,AS Monaco,1,2
MLszqZiM/,TRUE,2013-09-01,2014,Bundesliga,Eintracht Frankfurt,Borussia Dortmund,1,2
MuC7AoxA/,TRUE,2013-09-01,2014,La Liga,Valencia,Barcelona,2,3
nJFFhxqG/,FALSE,2013-09-01,2014,Premier League,Arsenal,Tottenham,1,0
nT2czmIU/,TRUE,2013-09-01,2014,Serie A,Udinese,Parma,3,1
Q5EgCps1/,TRUE,2013-09-01,2014,Ligue 1,Nice,Montpellier,2,2
QDElx9mI/,TRUE,2013-09-01,2014,Serie A,AS Roma,Hellas Verona,3,0
QDtwe6xN/,TRUE,2013-09-01,2014,La Liga,Real Madrid,Athletic Bilbao,3,1
QJqsu5Zj/,TRUE,2013-09-01,2014,Bundesliga,VfB Stuttgart,TSG Hoffenheim,6,2
rkD3BRM3/,TRUE,2013-09-01,2014,La Liga,Sevilla,Malaga,2,2
S4DbngBP/,TRUE,2013-09-01,2014,Serie A,Atalanta,Torino,2,0
SSeowkYB/,TRUE,2013-09-01,2014,Serie A,AC Milan,Cagliari,3,1
W8tiZmre/,FALSE,2013-09-01,2014,Premier League,Liverpool,Manchester Utd,1,0
xjoxHeK4/,FALSE,2013-09-01,2014,Premier League,West Brom,Swansea,0,2
zP9eDmhi/,TRUE,2013-09-01,2014,La Liga,Real Sociedad,Atletico Madrid,1,2
dd9JQkmF/,TRUE,2013-09-13,2014,Bundesliga,Hertha Berlin,VfB Stuttgart,0,1
EPFUDcI5/,TRUE,2013-09-13,2014,Ligue 1,Bordeaux,Paris Saint-Germain,0,2
0MBQEw3a/,TRUE,2013-09-14,2014,Ligue 1,AC Ajaccio,Evian Thonon Gaillard,2,3
2ZNAciJS/,TRUE,2013-09-14,2014,Bundesliga,Borussia Dortmund,Hamburg SV,6,2
4UCeSdXb/,TRUE,2013-09-14,2014,Ligue 1,Valenciennes,St Etienne,1,3
6XZNj82B/,TRUE,2013-09-14,2014,Serie A,Napoli,Atalanta,2,0
8nFYCHXB/,TRUE,2013-09-14,2014,Ligue 1,Guingamp,Bastia,1,1
8zTO48Qe/,TRUE,2013-09-14,2014,Bundesliga,FC Augsburg,SC Freiburg,2,1
b59thVtj/,TRUE,2013-09-14,2014,Bundesliga,Bayern Munich,Hannover 96,2,0
C8ZF6Ueq/,TRUE,2013-09-14,2014,Bundesliga,Mainz,Schalke 04,0,1
dQrImmcl/,FALSE,2013-09-14,2014,Premier League,Manchester Utd,Crystal Palace,2,0
EDiTFYYd/,TRUE,2013-09-14,2014,Bundesliga,Bayer Leverkusen,VfL Wolfsburg,3,1
GtptGFZA/,FALSE,2013-09-14,2014,Premier League,Hull,Cardiff,1,1
Gv3b2IKT/,TRUE,2013-09-14,2014,La Liga,Levante,Real Sociedad,0,0
IuXQoRR0/,FALSE,2013-09-14,2014,Premier League,Stoke City,Manchester City,0,0
IVDhXJ1j/,TRUE,2013-09-14,2014,Serie A,Torino,AC Milan,2,2
KGXBgAIh/,TRUE,2013-09-14,2014,Serie A,Internazionale,Juventus,1,1
MH3f3b5N/,TRUE,2013-09-14,2014,La Liga,Atletico Madrid,Almeria,4,2
MweyEC39/,TRUE,2013-09-14,2014,Bundesliga,Werder Bremen,Eintracht Frankfurt,0,3
naBs60L4/,TRUE,2013-09-14,2014,La Liga,Villarreal,Real Madrid,2,2
nFyVpos7/,FALSE,2013-09-14,2014,Premier League,Sunderland,Arsenal,1,3
nigrfkKK/,FALSE,2013-09-14,2014,Premier League,Aston Villa,Newcastle,1,2
Q5zZq5dD/,FALSE,2013-09-14,2014,Premier League,Tottenham,Norwich City,2,0
Qshng9ZQ/,FALSE,2013-09-14,2014,Premier League,Everton,Chelsea,1,0
QwEiTxIh/,TRUE,2013-09-14,2014,Ligue 1,Toulouse,Marseille,1,1
rFOnUI2n/,TRUE,2013-09-14,2014,Ligue 1,Nantes,Sochaux,1,0
rNvElTsr/,FALSE,2013-09-14,2014,Premier League,Fulham,West Brom,1,1
UBKrVbmt/,TRUE,2013-09-14,2014,Ligue 1,Montpellier,Stade de Reims,0,0
vmm8ML5o/,TRUE,2013-09-14,2014,La Liga,Barcelona,Sevilla,3,2
0UFASBI2/,TRUE,2013-09-15,2014,Bundesliga,TSV Eintracht Braunschweig,Nurnberg,1,1
b1q3eWmt/,TRUE,2013-09-15,2014,Serie A,Fiorentina,Cagliari,1,1
dAIU82yn/,TRUE,2013-09-15,2014,La Liga,Real Betis,Valencia,3,1
EapZAe2O/,TRUE,2013-09-15,2014,Ligue 1,Lyon,Stade Rennes,0,0
hjqwAFHU/,TRUE,2013-09-15,2014,Ligue 1,AS Monaco,Lorient,1,0
nwExCymI/,TRUE,2013-09-15,2014,Ligue 1,Lille,Nice,0,2
O8ElYanp/,TRUE,2013-09-15,2014,Serie A,Sampdoria,Genoa,0,3
QkAo5KzB/,TRUE,2013-09-15,2014,La Liga,Getafe,Osasuna,2,1
rgqpCjYL/,TRUE,2013-09-15,2014,Bundesliga,TSG Hoffenheim,Borussia Monchengladbach,2,1
StyKilm5/,TRUE,2013-09-15,2014,Serie A,Livorno,Catania,2,0
vkYMn7Cf/,FALSE,2013-09-15,2014,Premier League,Southampton,West Ham,0,0
vZ7Z7Mjh/,TRUE,2013-09-15,2014,La Liga,Granada,Espanyol,0,1
WYHdWwHd/,TRUE,2013-09-15,2014,Serie A,Udinese,Bologna,1,1
xhr7fj3n/,TRUE,2013-09-15,2014,Serie A,Hellas Verona,Sassuolo,2,0
xr9PcxTp/,TRUE,2013-09-15,2014,La Liga,Malaga,Rayo Vallecano,5,0
YJyGhUXb/,TRUE,2013-09-15,2014,Serie A,Lazio,Chievo Verona,3,0
b5ZpFZlH/,FALSE,2013-09-16,2014,Premier League,Swansea,Liverpool,2,2
hxCw7t6b/,TRUE,2013-09-16,2014,La Liga,Athletic Bilbao,Celta Vigo,3,2
nqiLkSHH/,TRUE,2013-09-16,2014,Serie A,Parma,AS Roma,1,3
rR4j4vjH/,TRUE,2013-09-16,2014,La Liga,Elche,Real Valladolid,0,0
K0PSQ4Di/,TRUE,2013-09-20,2014,Ligue 1,St Etienne,Toulouse,1,2
MVrTHcKG/,TRUE,2013-09-20,2014,La Liga,Osasuna,Elche,2,1
SpqbJ7uk/,TRUE,2013-09-20,2014,Bundesliga,Borussia Monchengladbach,TSV Eintracht Braunschweig,4,1
2PfrJhfo/,TRUE,2013-09-21,2014,Ligue 1,Stade de Reims,Guingamp,1,1
4nzfylKL/,TRUE,2013-09-21,2014,Serie A,Chievo Verona,Udinese,2,1
bDodBecp/,TRUE,2013-09-21,2014,La Liga,Real Sociedad,Malaga,0,0
CfG3Qz2B/,TRUE,2013-09-21,2014,Ligue 1,Evian Thonon Gaillard,Montpellier,2,2
dvGmUOg7/,TRUE,2013-09-21,2014,Bundesliga,Mainz,Bayer Leverkusen,1,4
ENOWPOSc/,TRUE,2013-09-21,2014,Ligue 1,Sochaux,Lille,0,2
fqsyGykT/,TRUE,2013-09-21,2014,La Liga,Almeria,Levante,2,2
GhrXGHZM/,TRUE,2013-09-21,2014,La Liga,Real Valladolid,Atletico Madrid,0,2
GMwbz8ZR/,TRUE,2013-09-21,2014,Serie A,Genoa,Livorno,0,0
hhbd16Rm/,FALSE,2013-09-21,2014,Premier League,Newcastle,Hull,2,3
jJUhuk28/,TRUE,2013-09-21,2014,Bundesliga,Hannover 96,FC Augsburg,2,1
Op8ZiSoE/,TRUE,2013-09-21,2014,Bundesliga,Hamburg SV,Werder Bremen,0,2
OWS0wTWK/,TRUE,2013-09-21,2014,Bundesliga,VfL Wolfsburg,TSG Hoffenheim,2,1
Q5d4apd0/,FALSE,2013-09-21,2014,Premier League,West Brom,Sunderland,3,0
rD7ROTHR/,TRUE,2013-09-21,2014,Bundesliga,Schalke 04,Bayern Munich,0,4
rXoowAk9/,TRUE,2013-09-21,2014,Serie A,Cagliari,Sampdoria,2,2
SbOWX6fr/,TRUE,2013-09-21,2014,Bundesliga,Nurnberg,Borussia Dortmund,1,1
tAQORpbo/,TRUE,2013-09-21,2014,Ligue 1,Stade Rennes,AC Ajaccio,2,0
v908b4B6/,FALSE,2013-09-21,2014,Premier League,West Ham,Everton,2,3
voIL78lK/,FALSE,2013-09-21,2014,Premier League,Chelsea,Fulham,2,0
Wrc00Qtf/,FALSE,2013-09-21,2014,Premier League,Norwich City,Aston Villa,0,1
x4p0AFCj/,TRUE,2013-09-21,2014,La Liga,Rayo Vallecano,Barcelona,0,4
Y3HaRGn5/,TRUE,2013-09-21,2014,Ligue 1,Bastia,Marseille,0,0
Y7HP6S3Q/,FALSE,2013-09-21,2014,Premier League,Liverpool,Southampton,0,1
0G8GNYoU/,TRUE,2013-09-22,2014,Ligue 1,Nice,Valenciennes,4,0
6g9COEWN/,TRUE,2013-09-22,2014,Ligue 1,Lyon,Nantes,3,1
6VxgDDJT/,FALSE,2013-09-22,2014,Premier League,Crystal Palace,Swansea,0,2
8KIxTPR1/,TRUE,2013-09-22,2014,Serie A,Sassuolo,Internazionale,0,7
8SvPIw5A/,TRUE,2013-09-22,2014,La Liga,Real Madrid,Getafe,4,1
C8wkEg4N/,FALSE,2013-09-22,2014,Premier League,Cardiff,Tottenham,0,1
ChPTUock/,TRUE,2013-09-22,2014,Serie A,AC Milan,Napoli,1,2
Ecssvjz3/,TRUE,2013-09-22,2014,Serie A,Bologna,Torino,1,2
fJ58PfHH/,TRUE,2013-09-22,2014,Ligue 1,Lorient,Bordeaux,3,3
IwnCLuLi/,TRUE,2013-09-22,2014,La Liga,Real Betis,Granada,0,0
j7YsZbki/,TRUE,2013-09-22,2014,La Liga,Valencia,Sevilla,3,1
MNpkxU4F/,TRUE,2013-09-22,2014,Serie A,Catania,Parma,0,0
Q3kKJJk4/,TRUE,2013-09-22,2014,La Liga,Celta Vigo,Villarreal,0,0
SAEH8lZD/,FALSE,2013-09-22,2014,Premier League,Arsenal,Stoke City,3,1
SQSzPrr4/,TRUE,2013-09-22,2014,Ligue 1,Paris Saint-Germain,AS Monaco,1,1
UTJYT5Ce/,TRUE,2013-09-22,2014,Serie A,AS Roma,Lazio,2,0
Y1QPVRsq/,TRUE,2013-09-22,2014,Serie A,Juventus,Hellas Verona,2,1
z7rwuWKd/,TRUE,2013-09-22,2014,Serie A,Atalanta,Fiorentina,0,2
zBn6HoA1/,TRUE,2013-09-22,2014,Bundesliga,VfB Stuttgart,Eintracht Frankfurt,1,1
zH3i2nCs/,FALSE,2013-09-22,2014,Premier League,Manchester City,Manchester Utd,4,1
zPRvWpPf/,TRUE,2013-09-22,2014,Bundesliga,SC Freiburg,Hertha Berlin,1,1
nDjGKazb/,TRUE,2013-09-23,2014,La Liga,Espanyol,Athletic Bilbao,3,2
GEJ7TfJS/,TRUE,2013-09-24,2014,La Liga,Atletico Madrid,Osasuna,2,1
j7AZOERq/,TRUE,2013-09-24,2014,La Liga,Levante,Real Valladolid,1,1
M5iJu3B7/,TRUE,2013-09-24,2014,Serie A,Udinese,Genoa,1,0
OK8sNhdd/,TRUE,2013-09-24,2014,La Liga,Barcelona,Real Sociedad,4,1
pU9wOYtj/,TRUE,2013-09-24,2014,La Liga,Malaga,Almeria,2,0
tvhKGKkp/,TRUE,2013-09-24,2014,Ligue 1,Marseille,St Etienne,2,1
zcFiL0sT/,TRUE,2013-09-24,2014,Ligue 1,Lille,Evian Thonon Gaillard,3,0
0xhQoxZd/,TRUE,2013-09-25,2014,La Liga,Sevilla,Rayo Vallecano,4,1
4AxnYI4c/,TRUE,2013-09-25,2014,La Liga,Granada,Valencia,0,1
4CwFx2C3/,TRUE,2013-09-25,2014,Ligue 1,Toulouse,Lorient,1,0
AkIuO2cA/,TRUE,2013-09-25,2014,Ligue 1,AC Ajaccio,Lyon,2,1
d6GmMtSM/,TRUE,2013-09-25,2014,Ligue 1,Guingamp,Sochaux,5,1
dtaXl7lL/,TRUE,2013-09-25,2014,Serie A,Lazio,Catania,3,1
fsdOFv5j/,TRUE,2013-09-25,2014,Ligue 1,AS Monaco,Bastia,3,0
hQa2qoCr/,TRUE,2013-09-25,2014,Serie A,Napoli,Sassuolo,1,1
jHDzlR3R/,TRUE,2013-09-25,2014,Serie A,Livorno,Cagliari,1,1
lhgBsPte/,TRUE,2013-09-25,2014,Serie A,Sampdoria,AS Roma,0,2
ltHqNMCG/,TRUE,2013-09-25,2014,Ligue 1,Bordeaux,Stade de Reims,0,0
MN6Ki942/,TRUE,2013-09-25,2014,Serie A,Bologna,AC Milan,3,3
nyqAwrcc/,TRUE,2013-09-25,2014,Ligue 1,Nantes,Nice,2,0
r3xJyMR9/,TRUE,2013-09-25,2014,Ligue 1,Valenciennes,Paris Saint-Germain,0,1
rFhFtqd1/,TRUE,2013-09-25,2014,Serie A,Torino,Hellas Verona,2,2
YkU2Uz4M/,TRUE,2013-09-25,2014,La Liga,Elche,Real Madrid,1,2
zkk7r5Rl/,TRUE,2013-09-25,2014,Serie A,Parma,Atalanta,4,3
zRAOjTJ8/,TRUE,2013-09-25,2014,Serie A,Chievo Verona,Juventus,1,2
8pp6vOsi/,TRUE,2013-09-26,2014,Ligue 1,Montpellier,Stade Rennes,0,0
faVbVGlG/,TRUE,2013-09-26,2014,La Liga,Getafe,Celta Vigo,2,0
Ik0TkmZE/,TRUE,2013-09-26,2014,Serie A,Internazionale,Fiorentina,2,1
nZRjXxK3/,TRUE,2013-09-26,2014,La Liga,Athletic Bilbao,Real Betis,2,1
QPQfWdZ9/,TRUE,2013-09-26,2014,La Liga,Villarreal,Espanyol,2,1
Mu8ZmJpt/,TRUE,2013-09-27,2014,Bundesliga,FC Augsburg,Borussia Monchengladbach,2,2
v9KHO5X0/,TRUE,2013-09-27,2014,La Liga,Real Valladolid,Malaga,2,2
6Ly3KoYP/,FALSE,2013-09-28,2014,Premier League,Manchester Utd,West Brom,1,2
6s7AQR2l/,TRUE,2013-09-28,2014,La Liga,Real Madrid,Atletico Madrid,0,1
8vPK8XRp/,FALSE,2013-09-28,2014,Premier League,Fulham,Cardiff,1,2
8WUeXG4o/,FALSE,2013-09-28,2014,Premier League,Swansea,Arsenal,1,2
