id_odsp,adv_stats,date,season,league,ht,at,fthg,ftag
MZQgVRen/,TRUE,2014-08-29,2015,Ligue 1,Marseille,Nice,4,0
vNwRkOjQ/,TRUE,2014-08-29,2015,La Liga,Getafe,Almeria,1,0
0lzavV3f/,TRUE,2014-08-30,2015,Premier League,Swansea,West Brom,3,0
4lyCAssH/,TRUE,2014-08-30,2015,Bundesliga,VfL Wolfsburg,Eintracht Frankfurt,2,2
6epF6nYf/,TRUE,2014-08-30,2015,Premier League,Newcastle,Crystal Palace,3,3
8WMkW7tt/,TRUE,2014-08-30,2015,Ligue 1,Lorient,Guingamp,4,0
b78PBiwi/,TRUE,2014-08-30,2015,Bundesliga,VfB Stuttgart,FC Cologne,0,2
COJ6SPu5/,TRUE,2014-08-30,2015,Ligue 1,Nantes,Montpellier,1,0
dOX3C3C4/,TRUE,2014-08-30,2015,Bundesliga,Schalke 04,Bayern Munich,1,1
Ec5zEUuL/,TRUE,2014-08-30,2015,Premier League,Burnley,Manchester Utd,0,0
GKMkUHbR/,TRUE,2014-08-30,2015,Serie A,Chievo Verona,Juventus,0,1
GrVhoras/,TRUE,2014-08-30,2015,La Liga,Cordoba,Celta Vigo,1,1
hCnR3pID/,TRUE,2014-08-30,2015,Premier League,West Ham,Southampton,1,3
hKntC4eO/,TRUE,2014-08-30,2015,Ligue 1,Caen,Stade Rennes,0,1
hl4vDleR/,TRUE,2014-08-30,2015,Premier League,Everton,Chelsea,3,6
IeHn4uKp/,TRUE,2014-08-30,2015,Bundesliga,Werder Bremen,TSG Hoffenheim,1,1
jFIARqeB/,TRUE,2014-08-30,2015,Ligue 1,Toulouse,Evian Thonon Gaillard,1,0
OWfA7SIl/,TRUE,2014-08-30,2015,Premier League,Manchester City,Stoke City,0,1
p0vNj4yK/,TRUE,2014-08-30,2015,La Liga,Espanyol,Sevilla,1,2
pnqJ56m1/,TRUE,2014-08-30,2015,Premier League,QPR,Sunderland,1,0
Qcx8BNRA/,TRUE,2014-08-30,2015,Bundesliga,Bayer Leverkusen,Hertha Berlin,4,2
rkF2T5Qb/,TRUE,2014-08-30,2015,Ligue 1,AS Monaco,Lille,1,1
t26UMZj1/,TRUE,2014-08-30,2015,Serie A,AS Roma,Fiorentina,2,0
vNFIuvTI/,TRUE,2014-08-30,2015,La Liga,Athletic Bilbao,Levante,3,0
WAopBOAU/,TRUE,2014-08-30,2015,Ligue 1,Lens,Stade de Reims,4,2
xb7TABhc/,TRUE,2014-08-30,2015,Bundesliga,Hamburg SV,SC Paderborn,0,3
xbJ1qMTg/,TRUE,2014-08-30,2015,La Liga,Atletico Madrid,Eibar,2,1
4bGbUoBh/,TRUE,2014-08-31,2015,Ligue 1,Metz,Lyon,2,1
6XN5rtq0/,TRUE,2014-08-31,2015,La Liga,Deportivo La Coruna,Rayo Vallecano,2,2
ATj6883r/,TRUE,2014-08-31,2015,Premier League,Leicester City,Arsenal,1,1
b7Kcp2Em/,TRUE,2014-08-31,2015,La Liga,Real Sociedad,Real Madrid,4,2
dnGj3aZj/,TRUE,2014-08-31,2015,Bundesliga,SC Freiburg,Borussia Monchengladbach,0,0
ELmN4Q27/,TRUE,2014-08-31,2015,Premier League,Tottenham,Liverpool,0,3
f5YtWwUE/,TRUE,2014-08-31,2015,Serie A,Atalanta,Hellas Verona,0,0
jDDHPy7r/,TRUE,2014-08-31,2015,Serie A,Genoa,Napoli,1,2
Kh5YLg67/,TRUE,2014-08-31,2015,Serie A,Sassuolo,Cagliari,1,1
nacKqcbE/,TRUE,2014-08-31,2015,Serie A,Udinese,Empoli,2,0
nDQG91dN/,TRUE,2014-08-31,2015,Bundesliga,Mainz,Hannover 96,0,0
OQBPNFye/,TRUE,2014-08-31,2015,Serie A,Palermo,Sampdoria,1,1
pOM9s0b6/,TRUE,2014-08-31,2015,La Liga,Elche,Granada,1,1
pzDLOeMl/,TRUE,2014-08-31,2015,Serie A,AC Milan,Lazio,3,1
QcGqDptI/,TRUE,2014-08-31,2015,Ligue 1,Bordeaux,Bastia,1,1
SnCEtKDC/,TRUE,2014-08-31,2015,La Liga,Villarreal,Barcelona,0,1
YegGpwq8/,TRUE,2014-08-31,2015,Serie A,Torino,Internazionale,0,0
YeXpVcqL/,TRUE,2014-08-31,2015,Serie A,Cesena,Parma,1,0
YolwFAQE/,TRUE,2014-08-31,2015,Premier League,Aston Villa,Hull,2,1
Yw8FQ3AH/,TRUE,2014-08-31,2015,Ligue 1,Paris Saint-Germain,St Etienne,5,0
CApXb1Tt/,TRUE,2014-09-12,2015,La Liga,Almeria,Cordoba,1,1
dhuxr5uh/,TRUE,2014-09-12,2015,Ligue 1,Lyon,AS Monaco,2,1
Sn0t89xG/,TRUE,2014-09-12,2015,Bundesliga,Bayer Leverkusen,Werder Bremen,3,3
0Iej4ETg/,TRUE,2014-09-13,2015,Premier League,Southampton,Newcastle,4,0
4IrptqA4/,TRUE,2014-09-13,2015,Ligue 1,Nice,Metz,1,0
4j2s6zas/,TRUE,2014-09-13,2015,Premier League,Liverpool,Aston Villa,0,1
6cZahHCO/,TRUE,2014-09-13,2015,La Liga,Malaga,Levante,0,0
6wap7TiM/,TRUE,2014-09-13,2015,Bundesliga,Borussia Monchengladbach,Schalke 04,4,1
8j5plCk0/,TRUE,2014-09-13,2015,Serie A,Juventus,Udinese,2,0
8KGBBdyK/,TRUE,2014-09-13,2015,Premier League,Crystal Palace,Burnley,0,0
8rab2hb6/,TRUE,2014-09-13,2015,Premier League,Sunderland,Tottenham,2,2
bZh2wkJ0/,TRUE,2014-09-13,2015,Premier League,Chelsea,Swansea,4,2
dpD7CxMD/,TRUE,2014-09-13,2015,Premier League,Arsenal,Manchester City,2,2
fuef3Yr0/,TRUE,2014-09-13,2015,Premier League,Stoke City,Leicester City,0,1
j1qybLrm/,TRUE,2014-09-13,2015,La Liga,Celta Vigo,Real Sociedad,2,2
j7l31CDC/,TRUE,2014-09-13,2015,Premier League,West Brom,Everton,0,2
jFvtsPfb/,TRUE,2014-09-13,2015,Ligue 1,Montpellier,Lorient,1,0
KpuL0RUk/,TRUE,2014-09-13,2015,Bundesliga,Hertha Berlin,Mainz,1,3
nsYlu3PA/,TRUE,2014-09-13,2015,Ligue 1,Stade de Reims,Toulouse,2,0
pEBJPNPN/,TRUE,2014-09-13,2015,Ligue 1,Bastia,Lens,1,1
pOAy9kN9/,TRUE,2014-09-13,2015,Bundesliga,Borussia Dortmund,SC Freiburg,3,1
pOrucubg/,TRUE,2014-09-13,2015,La Liga,Real Madrid,Atletico Madrid,1,2
pOW6OUMd/,TRUE,2014-09-13,2015,Bundesliga,SC Paderborn,FC Cologne,0,0
QXWhvNvH/,TRUE,2014-09-13,2015,Ligue 1,Stade Rennes,Paris Saint-Germain,1,1
r9L5efcQ/,TRUE,2014-09-13,2015,Serie A,Empoli,AS Roma,0,1
S6zdgccI/,TRUE,2014-09-13,2015,La Liga,Barcelona,Athletic Bilbao,2,0
WK6X9V73/,TRUE,2014-09-13,2015,Bundesliga,Bayern Munich,VfB Stuttgart,2,0
YcWdwsfN/,TRUE,2014-09-13,2015,Ligue 1,St Etienne,Caen,1,0
zD3l6m7S/,TRUE,2014-09-13,2015,Bundesliga,TSG Hoffenheim,VfL Wolfsburg,1,1
dCouAgCJ/,TRUE,2014-09-14,2015,Serie A,Sampdoria,Torino,2,0
hQ304N5J/,TRUE,2014-09-14,2015,La Liga,Valencia,Espanyol,3,1
I1CXjE5s/,TRUE,2014-09-14,2015,Serie A,Fiorentina,Genoa,0,0
I1tYroQo/,TRUE,2014-09-14,2015,Ligue 1,Lille,Nantes,2,0
KtyhfwrC/,TRUE,2014-09-14,2015,La Liga,Granada,Villarreal,0,0
lnM1dzrK/,TRUE,2014-09-14,2015,Serie A,Cagliari,Atalanta,1,2
MRdn5fEm/,TRUE,2014-09-14,2015,Premier League,Manchester Utd,QPR,4,0
ns4lmW46/,TRUE,2014-09-14,2015,Serie A,Lazio,Cesena,3,0
r9ccoAZI/,TRUE,2014-09-14,2015,Serie A,Parma,AC Milan,4,5
tjxleJS5/,TRUE,2014-09-14,2015,La Liga,Rayo Vallecano,Elche,2,3
tpckK1mo/,TRUE,2014-09-14,2015,Ligue 1,Guingamp,Bordeaux,2,1
U5ggnjKC/,TRUE,2014-09-14,2015,Serie A,Napoli,Chievo Verona,0,1
vH0tkhzf/,TRUE,2014-09-14,2015,Serie A,Internazionale,Sassuolo,7,0
vyBNOsuU/,TRUE,2014-09-14,2015,Ligue 1,Evian Thonon Gaillard,Marseille,1,3
WG243sLP/,TRUE,2014-09-14,2015,La Liga,Sevilla,Getafe,2,0
WKrPaopd/,TRUE,2014-09-14,2015,Bundesliga,Eintracht Frankfurt,FC Augsburg,0,1
xMkG17Fq/,TRUE,2014-09-14,2015,Bundesliga,Hannover 96,Hamburg SV,2,0
0Q1xjYKm/,TRUE,2014-09-15,2015,Serie A,Hellas Verona,Palermo,2,1
2sGFAGjQ/,TRUE,2014-09-15,2015,Premier League,Hull,West Ham,2,2
bRnqdaDa/,TRUE,2014-09-15,2015,La Liga,Eibar,Deportivo La Coruna,0,1
8QeV7dCB/,TRUE,2014-09-19,2015,La Liga,Elche,Eibar,0,2
ClV0x19T/,TRUE,2014-09-19,2015,Ligue 1,Bordeaux,Evian Thonon Gaillard,2,1
S6SRJ6yS/,TRUE,2014-09-19,2015,Bundesliga,SC Freiburg,Hertha Berlin,2,2
82DrH0kP/,TRUE,2014-09-20,2015,La Liga,Espanyol,Malaga,2,2
8CtL0kZ5/,TRUE,2014-09-20,2015,Serie A,AC Milan,Juventus,0,1
AT6U4oK4/,TRUE,2014-09-20,2015,Premier League,Newcastle,Hull,2,2
C2AZj0OM/,TRUE,2014-09-20,2015,Ligue 1,Toulouse,Caen,3,3
Cv4bEpak/,TRUE,2014-09-20,2015,Bundesliga,Hamburg SV,Bayern Munich,0,0
E3dR8xc5/,TRUE,2014-09-20,2015,La Liga,Deportivo La Coruna,Real Madrid,2,8
E3ONKnML/,TRUE,2014-09-20,2015,Bundesliga,FC Augsburg,Werder Bremen,4,2
EHiWit9G/,TRUE,2014-09-20,2015,Ligue 1,Nantes,Nice,2,1
INm83ikm/,TRUE,2014-09-20,2015,Serie A,Cesena,Empoli,2,2
KtPJLS6F/,TRUE,2014-09-20,2015,Bundesliga,Mainz,Borussia Dortmund,2,0
lK5Y35ZA/,TRUE,2014-09-20,2015,Premier League,QPR,Stoke City,2,2
lz4w6zsO/,TRUE,2014-09-20,2015,La Liga,Athletic Bilbao,Granada,0,1
OEVANlx3/,TRUE,2014-09-20,2015,Bundesliga,Schalke 04,Eintracht Frankfurt,2,2
OSbJfrPc/,TRUE,2014-09-20,2015,Ligue 1,Marseille,Stade Rennes,3,0
p6H5COT1/,TRUE,2014-09-20,2015,Bundesliga,SC Paderborn,Hannover 96,2,0
pnas2q4N/,TRUE,2014-09-20,2015,Premier League,West Ham,Liverpool,3,1
px0FeO9i/,TRUE,2014-09-20,2015,Ligue 1,Lorient,Stade de Reims,0,1
t4gOg2v4/,TRUE,2014-09-20,2015,Ligue 1,Metz,Bastia,3,1
tbr7x9Y6/,TRUE,2014-09-20,2015,Premier League,Swansea,Southampton,0,1
tlFD8TKu/,TRUE,2014-09-20,2015,Premier League,Burnley,Sunderland,0,0
Ucm70WSI/,TRUE,2014-09-20,2015,Premier League,Aston Villa,Arsenal,0,3
Ym5fFQqq/,TRUE,2014-09-20,2015,Bundesliga,VfB Stuttgart,TSG Hoffenheim,0,2
zDcN9Isa/,TRUE,2014-09-20,2015,La Liga,Atletico Madrid,Celta Vigo,2,2
233M67kh/,TRUE,2014-09-21,2015,Premier League,Leicester City,Manchester Utd,5,3
6BEY6GRH/,TRUE,2014-09-21,2015,La Liga,Villarreal,Rayo Vallecano,4,2
6e0w3PlH/,TRUE,2014-09-21,2015,Premier League,Tottenham,West Brom,0,1
6FI1D4Ee/,TRUE,2014-09-21,2015,Bundesliga,FC Cologne,Borussia Monchengladbach,0,0
CpmC2B4g/,TRUE,2014-09-21,2015,Serie A,Chievo Verona,Parma,2,3
f7ou6pBo/,TRUE,2014-09-21,2015,Serie A,Torino,Hellas Verona,0,1
fRavjKwT/,TRUE,2014-09-21,2015,Ligue 1,Paris Saint-Germain,Lyon,1,1
G67Q5R4b/,TRUE,2014-09-21,2015,Premier League,Manchester City,Chelsea,1,1
GxpTbT3I/,TRUE,2014-09-21,2015,Serie A,AS Roma,Cagliari,2,0
h27ds1Yp/,TRUE,2014-09-21,2015,Serie A,Sassuolo,Sampdoria,0,0
hh4r54Qi/,TRUE,2014-09-21,2015,Serie A,Udinese,Napoli,1,0
IV7TXKHp/,TRUE,2014-09-21,2015,Ligue 1,Lens,St Etienne,0,1
Iy3IAbSh/,TRUE,2014-09-21,2015,La Liga,Real Sociedad,Almeria,1,2
KfhShMgA/,TRUE,2014-09-21,2015,Ligue 1,AS Monaco,Guingamp,1,0
KvEH7mzn/,TRUE,2014-09-21,2015,Premier League,Everton,Crystal Palace,2,3
n3uPa9lC/,TRUE,2014-09-21,2015,Serie A,Palermo,Internazionale,1,1
QmiG1VJa/,TRUE,2014-09-21,2015,Serie A,Genoa,Lazio,1,0
SQ2s5fdU/,TRUE,2014-09-21,2015,La Liga,Levante,Barcelona,0,5
tjQFM8i9/,TRUE,2014-09-21,2015,Bundesliga,VfL Wolfsburg,Bayer Leverkusen,4,1
vo4EBvDn/,TRUE,2014-09-21,2015,La Liga,Cordoba,Sevilla,1,3
vXl44XZt/,TRUE,2014-09-21,2015,Serie A,Atalanta,Fiorentina,0,1
WYBXWvXj/,TRUE,2014-09-21,2015,Ligue 1,Lille,Montpellier,0,0
pO4ACKct/,TRUE,2014-09-22,2015,La Liga,Getafe,Valencia,0,3
8vy4MeR4/,TRUE,2014-09-23,2015,La Liga,Celta Vigo,Deportivo La Coruna,2,1
b9suRNre/,TRUE,2014-09-23,2015,Bundesliga,Werder Bremen,Schalke 04,0,3
CQdXWall/,TRUE,2014-09-23,2015,Ligue 1,Stade Rennes,Toulouse,0,3
Gfe30tuN/,TRUE,2014-09-23,2015,Serie A,Empoli,AC Milan,2,2
j3h5XP5R/,TRUE,2014-09-23,2015,Bundesliga,TSG Hoffenheim,SC Freiburg,3,3
nBely862/,TRUE,2014-09-23,2015,Bundesliga,Bayern Munich,SC Paderborn,4,0
nVZ7LFtB/,TRUE,2014-09-23,2015,La Liga,Real Madrid,Elche,5,1
tYWqQsb1/,TRUE,2014-09-23,2015,Bundesliga,Eintracht Frankfurt,Mainz,2,2
YZcTXuZs/,TRUE,2014-09-23,2015,Ligue 1,Stade de Reims,Marseille,0,5
0EahzSL8/,TRUE,2014-09-24,2015,Bundesliga,Borussia Dortmund,VfB Stuttgart,2,2
0EXeOHdh/,TRUE,2014-09-24,2015,La Liga,Sevilla,Real Sociedad,1,0
2iDUG1P3/,TRUE,2014-09-24,2015,Serie A,Napoli,Palermo,3,3
40kEqIGd/,TRUE,2014-09-24,2015,Ligue 1,Evian Thonon Gaillard,Lens,2,1
46EY27Qq/,TRUE,2014-09-24,2015,La Liga,Rayo Vallecano,Athletic Bilbao,2,1
8YFfhAKd/,TRUE,2014-09-24,2015,Ligue 1,Guingamp,Metz,0,1
AHGxFufG/,TRUE,2014-09-24,2015,Serie A,Sampdoria,Chievo Verona,2,1
bTDx2Ruj/,TRUE,2014-09-24,2015,La Liga,Granada,Levante,0,1
CWHt1oed/,TRUE,2014-09-24,2015,La Liga,Malaga,Barcelona,0,0
dzn6ovnp/,TRUE,2014-09-24,2015,Ligue 1,Bastia,Nantes,0,0
EHy0NyCb/,TRUE,2014-09-24,2015,La Liga,Almeria,Atletico Madrid,0,1
EVzvfvIj/,TRUE,2014-09-24,2015,Serie A,Internazionale,Atalanta,2,0
fkI6k84F/,TRUE,2014-09-24,2015,Ligue 1,Nice,Lille,1,0
fyadZoyF/,TRUE,2014-09-24,2015,Bundesliga,Bayer Leverkusen,FC Augsburg,1,0
GbJ2jlk9/,TRUE,2014-09-24,2015,Ligue 1,Montpellier,AS Monaco,0,1
GfHYFLvA/,TRUE,2014-09-24,2015,Serie A,Parma,AS Roma,1,2
hCvXSqEr/,TRUE,2014-09-24,2015,Bundesliga,Hannover 96,FC Cologne,1,0
MXea1MPG/,TRUE,2014-09-24,2015,Serie A,Cagliari,Torino,1,2
MyKbiUZ2/,TRUE,2014-09-24,2015,Ligue 1,Lyon,Lorient,4,0
nZwyS3Tl/,TRUE,2014-09-24,2015,Bundesliga,Hertha Berlin,VfL Wolfsburg,1,0
Q9jApb1j/,TRUE,2014-09-24,2015,Ligue 1,Caen,Paris Saint-Germain,0,2
Sti5KZeH/,TRUE,2014-09-24,2015,La Liga,Eibar,Villarreal,1,1
txPLINfi/,TRUE,2014-09-24,2015,Serie A,Juventus,Cesena,3,0
Uca7a0fT/,TRUE,2014-09-24,2015,Serie A,Fiorentina,Sassuolo,0,0
YRc0Y5jL/,TRUE,2014-09-24,2015,Bundesliga,Borussia Monchengladbach,Hamburg SV,1,0
zuxzeK2p/,TRUE,2014-09-24,2015,Serie A,Hellas Verona,Genoa,2,2
6mdyWJ3f/,TRUE,2014-09-25,2015,Ligue 1,St Etienne,Bordeaux,1,1
IkriPcsn/,TRUE,2014-09-25,2015,La Liga,Valencia,Cordoba,3,0
KSNPHsAc/,TRUE,2014-09-25,2015,Serie A,Lazio,Udinese,0,1
vaqmQwSu/,TRUE,2014-09-25,2015,La Liga,Espanyol,Getafe,2,0
fiipL6nS/,TRUE,2014-09-26,2015,La Liga,Elche,Celta Vigo,0,1
nVNZn55E/,TRUE,2014-09-26,2015,Bundesliga,Mainz,TSG Hoffenheim,0,0
0hbyNSHF/,TRUE,2014-09-27,2015,La Liga,Atletico Madrid,Sevilla,4,0
2NV7I4l4/,TRUE,2014-09-27,2015,Premier League,Manchester Utd,West Ham,2,1
8bXKE4Pe/,TRUE,2014-09-27,2015,La Liga,Levante,Rayo Vallecano,0,2
8vPVmoj8/,TRUE,2014-09-27,2015,Bundesliga,VfL Wolfsburg,Werder Bremen,2,1
CWwCGQfq/,TRUE,2014-09-27,2015,La Liga,Villarreal,Real Madrid,0,2
E1kDdNRp/,TRUE,2014-09-27,2015,Premier League,Chelsea,Aston Villa,3,0
fcSaKQJi/,TRUE,2014-09-27,2015,Premier League,Hull,Manchester City,2,4
feeDRfZ5/,TRUE,2014-09-27,2015,Bundesliga,FC Cologne,Bayern Munich,0,2
fox8UKg3/,TRUE,2014-09-27,2015,Serie A,AS Roma,Hellas Verona,2,0
G6TeL64o/,TRUE,2014-09-27,2015,Premier League,Crystal Palace,Leicester City,2,0
GIFJrcm0/,TRUE,2014-09-27,2015,Ligue 1,Toulouse,Paris Saint-Germain,1,1
jNxGFpAk/,TRUE,2014-09-27,2015,La Liga,Athletic Bilbao,Eibar,0,0
jyWvjueQ/,TRUE,2014-09-27,2015,Ligue 1,Metz,Stade de Reims,3,0
KjMApJIm/,TRUE,2014-09-27,2015,Ligue 1,Montpellier,Guingamp,2,1
KlsByTmD/,TRUE,2014-09-27,2015,Premier League,Sunderland,Swansea,0,0
KOVmP1D7/,TRUE,2014-09-27,2015,Bundesliga,Schalke 04,Borussia Dortmund,2,1
l8FtEa9M/,TRUE,2014-09-27,2015,Serie A,Atalanta,Juventus,0,3
nkWODOv2/,TRUE,2014-09-27,2015,La Liga,Barcelona,Granada,6,0
OWW3JpZc/,TRUE,2014-09-27,2015,Premier League,Liverpool,Everton,1,1
pnLCHO3A/,TRUE,2014-09-27,2015,Premier League,Southampton,QPR,2,1
QTM6oa3s/,TRUE,2014-09-27,2015,Ligue 1,AS Monaco,Nice,0,1
t6llTHmD/,TRUE,2014-09-27,2015,Ligue 1,Lille,Bastia,1,0
tWu8Udkm/,TRUE,2014-09-27,2015,Bundesliga,SC Freiburg,Bayer Leverkusen,0,0
ULsWi1QD/,TRUE,2014-09-27,2015,Ligue 1,Lorient,Evian Thonon Gaillard,0,2
v9bo13JT/,TRUE,2014-09-27,2015,Premier League,Arsenal,Tottenham,1,1
YofHQElC/,TRUE,2014-09-27,2015,Bundesliga,SC Paderborn,Borussia Monchengladbach,1,2
zguCTG4g/,TRUE,2014-09-27,2015,Bundesliga,VfB Stuttgart,Hannover 96,1,0
2BuGSbOF/,TRUE,2014-09-28,2015,Serie A,Torino,Fiorentina,1,1
2FeH7cnj/,TRUE,2014-09-28,2015,Serie A,Genoa,Sampdoria,0,1
2FkpUcY6/,TRUE,2014-09-28,2015,Ligue 1,Lens,Caen,0,0
6qAoDJOS/,TRUE,2014-09-28,2015,Serie A,Cesena,AC Milan,1,1
8CtziLuK/,TRUE,2014-09-28,2015,Ligue 1,Marseille,St Etienne,2,1
8hdD8wXq/,TRUE,2014-09-28,2015,Serie A,Chievo Verona,Empoli,1,1
bsLEqwYg/,TRUE,2014-09-28,2015,Ligue 1,Nantes,Lyon,1,1
EkaL6H1d/,TRUE,2014-09-28,2015,Serie A,Internazionale,Cagliari,1,4
EqvGSzKa/,TRUE,2014-09-28,2015,Bundesliga,Hamburg SV,Eintracht Frankfurt,1,2
EydPPUXd/,TRUE,2014-09-28,2015,La Liga,Getafe,Malaga,1,0
hCOKF2YM/,TRUE,2014-09-28,2015,Premier League,West Brom,Burnley,4,0
hSfTOlm3/,TRUE,2014-09-28,2015,La Liga,Cordoba,Espanyol,0,0
Kj0uVwJ0/,TRUE,2014-09-28,2015,Ligue 1,Bordeaux,Stade Rennes,2,1
M1aXN829/,TRUE,2014-09-28,2015,La Liga,Real Sociedad,Valencia,1,1
OKtCTv99/,TRUE,2014-09-28,2015,Serie A,Sassuolo,Napoli,0,1
rHmtMnXL/,TRUE,2014-09-28,2015,La Liga,Deportivo La Coruna,Almeria,0,1
SSy4Vxzs/,TRUE,2014-09-28,2015,Bundesliga,FC Augsburg,Hertha Berlin,1,0
bkPGGrJG/,TRUE,2014-09-29,2015,Premier League,Stoke City,Newcastle,1,0
Gfw4V0vc/,TRUE,2014-09-29,2015,Serie A,Palermo,Lazio,0,4
pzVKRIwM/,TRUE,2014-09-29,2015,Serie A,Udinese,Parma,4,2
0hK6x8H2/,TRUE,2014-10-03,2015,La Liga,Getafe,Cordoba,1,1
vFembxmm/,TRUE,2014-10-03,2015,Ligue 1,Stade de Reims,Bordeaux,1,0
zFGntfla/,TRUE,2014-10-03,2015,Bundesliga,Hertha Berlin,VfB Stuttgart,3,2
0OdqaIXt/,TRUE,2014-10-04,2015,Ligue 1,Nice,Montpellier,1,1
0z55Q1O7/,TRUE,2014-10-04,2015,La Liga,Malaga,Granada,2,1
2q7rVsY9/,TRUE,2014-10-04,2015,Premier League,Sunderland,Stoke City,3,1
2ZHVueXI/,TRUE,2014-10-04,2015,Ligue 1,Evian Thonon Gaillard,Metz,3,0
84zg0CQD/,TRUE,2014-10-04,2015,Premier League,Swansea,Newcastle,2,2
dKDFznnF/,TRUE,2014-10-04,2015,La Liga,Valencia,Atletico Madrid,3,1
ENQm90Bj/,TRUE,2014-10-04,2015,Premier League,Hull,Crystal Palace,2,0
EPwwrvO2/,TRUE,2014-10-04,2015,Serie A,AC Milan,Chievo Verona,2,0
f9ENsH26/,TRUE,2014-10-04,2015,Ligue 1,Bastia,Lorient,0,2
f9KfLGGk/,TRUE,2014-10-04,2015,Serie A,Hellas Verona,Cagliari,1,0
hjRsszZh/,TRUE,2014-10-04,2015,Bundesliga,TSG Hoffenheim,Schalke 04,2,1
lWDRtyIC/,TRUE,2014-10-04,2015,Ligue 1,Caen,Marseille,1,2
Mq61Rs91/,TRUE,2014-10-04,2015,La Liga,Rayo Vallecano,Barcelona,0,2
Mwohcd2g/,TRUE,2014-10-04,2015,Ligue 1,Stade Rennes,Lens,2,0
rHy8mxdP/,TRUE,2014-10-04,2015,Bundesliga,Bayer Leverkusen,SC Paderborn,2,2
S8gLPY3I/,TRUE,2014-10-04,2015,Bundesliga,Bayern Munich,Hannover 96,4,0
SM6cSNge/,TRUE,2014-10-04,2015,La Liga,Eibar,Levante,3,3
SMYgvYIB/,TRUE,2014-10-04,2015,Bundesliga,Eintracht Frankfurt,FC Cologne,3,2
SQEVXqli/,TRUE,2014-10-04,2015,Premier League,Leicester City,Burnley,2,2
tCcPOhJO/,TRUE,2014-10-04,2015,Bundesliga,Borussia Dortmund,Hamburg SV,0,1
tUIZW33c/,TRUE,2014-10-04,2015,Premier League,Liverpool,West Brom,2,1
UoRMYPGR/,TRUE,2014-10-04,2015,La Liga,Almeria,Elche,2,2
W2NOEMmT/,TRUE,2014-10-04,2015,Premier League,Aston Villa,Manchester City,0,2
YaZkuE35/,TRUE,2014-10-04,2015,Bundesliga,Werder Bremen,SC Freiburg,1,1
0MkeJfo2/,TRUE,2014-10-05,2015,Serie A,Lazio,Sassuolo,3,2
4vdE4vAJ/,TRUE,2014-10-05,2015,Ligue 1,Guingamp,Nantes,0,1
A9AjTL2M/,TRUE,2014-10-05,2015,Premier League,West Ham,QPR,2,0
AiXotIhF/,TRUE,2014-10-05,2015,Serie A,Parma,Genoa,1,2
bwZOQxgS/,TRUE,2014-10-05,2015,Serie A,Empoli,Palermo,3,0
EaSwrGJn/,TRUE,2014-10-05,2015,Bundesliga,Borussia Monchengladbach,Mainz,1,1
EeOAySW8/,TRUE,2014-10-05,2015,La Liga,Espanyol,Real Sociedad,2,0
EJ2gT3vk/,TRUE,2014-10-05,2015,La Liga,Real Madrid,Athletic Bilbao,5,0
GILjMd1q/,TRUE,2014-10-05,2015,Serie A,Fiorentina,Internazionale,3,0
IHzfvdNR/,TRUE,2014-10-05,2015,Serie A,Udinese,Cesena,1,1
lrWkux8L/,TRUE,2014-10-05,2015,Serie A,Sampdoria,Atalanta,1,0
MVjiKzWe/,TRUE,2014-10-05,2015,Serie A,Juventus,AS Roma,3,2
Oh8vWNI3/,TRUE,2014-10-05,2015,Premier League,Manchester Utd,Everton,2,1
pQNZrd4t/,TRUE,2014-10-05,2015,Bundesliga,VfL Wolfsburg,FC Augsburg,1,0
rVfI3bPP/,TRUE,2014-10-05,2015,Ligue 1,Lyon,Lille,3,0
SSsssbw9/,TRUE,2014-10-05,2015,Serie A,Napoli,Torino,2,1
U3l0ezX5/,TRUE,2014-10-05,2015,Ligue 1,Paris Saint-Germain,AS Monaco,1,1
WfDlUqPr/,TRUE,2014-10-05,2015,La Liga,Celta Vigo,Villarreal,1,3
WIBnU1mG/,TRUE,2014-10-05,2015,Premier League,Tottenham,Southampton,1,0
zBCJZ51L/,TRUE,2014-10-05,2015,La Liga,Sevilla,Deportivo La Coruna,4,1
zskddGHa/,TRUE,2014-10-05,2015,Ligue 1,St Etienne,Toulouse,0,1
zXRqAtdp/,TRUE,2014-10-05,2015,Premier League,Chelsea,Arsenal,2,0
A5Omwu8D/,TRUE,2014-10-17,2015,La Liga,Granada,Rayo Vallecano,0,1
QVs9gE1I/,TRUE,2014-10-17,2015,Ligue 1,Lens,Paris Saint-Germain,1,3
2cnHqsm3/,TRUE,2014-10-18,2015,Premier League,Newcastle,Leicester City,1,0
2uR6yW2U/,TRUE,2014-10-18,2015,Bundesliga,Mainz,FC Augsburg,2,1
4M2r8DGB/,TRUE,2014-10-18,2015,Ligue 1,Nice,Bastia,0,1
4MtDhYGO/,TRUE,2014-10-18,2015,Ligue 1,Lille,Guingamp,1,2
6DXcwhYH/,TRUE,2014-10-18,2015,Bundesliga,Bayern Munich,Werder Bremen,6,0
8b5QMJuj/,TRUE,2014-10-18,2015,Premier League,Crystal Palace,Chelsea,1,2
8pOdyT6m/,TRUE,2014-10-18,2015,Serie A,Sassuolo,Juventus,1,1
ANkPsLHF/,TRUE,2014-10-18,2015,Premier League,Southampton,Sunderland,8,0
d2KqvLh7/,TRUE,2014-10-18,2015,La Liga,Barcelona,Eibar,3,0
